date,week_day,hour,ticket_number,waiter,product_name,quantity,unitary_price,total
10/2/2024,Wednesday,10:28,FCB 0003-000003459,116,Conito coco y ddl suelto,3,1600,4800
10/2/2024,Wednesday,10:28,FCB 0003-000003459,116,Alfajor choc x un,3,1900,5700
10/2/2024,Wednesday,10:28,FCB 0003-000003459,116,Conito choc x un,3,1600,4800
10/2/2024,Wednesday,10:30,FCB 0003-000003461,116,Alfajor choc caja x12un,1,18500,18500
10/2/2024,Wednesday,11:14,FCB 0003-000003464,116,Alf. 150 aniv. Suelto,1,2500,2500
10/2/2024,Wednesday,11:14,FCB 0003-000003464,116,Alfajor 70 cacao x un,1,2500,2500
10/2/2024,Wednesday,11:27,FCB 0003-000003467,116,Conito mini choc x400g,1,18500,18500
10/2/2024,Wednesday,11:27,FCB 0003-000003467,116,Dulce de leche vidrio x450g,1,5300,5300
10/2/2024,Wednesday,11:27,FCB 0003-000003467,116,Conito coco y ddl suelto,1,1600,1600
10/2/2024,Wednesday,11:27,FCB 0003-000003467,116,Pouch x 475 grs. Mini Surtidos,1,20500,20500
10/2/2024,Wednesday,11:27,FCB 0003-000003467,116,Conito choc x un,1,1600,1600
10/2/2024,Wednesday,11:37,FCB 0003-000003470,116,Alf. 150 aniv. Suelto,1,2500,2500
10/2/2024,Wednesday,11:45,FCB 0003-000003472,116,Conito coco y ddl suelto,1,1600,1600
10/2/2024,Wednesday,11:50,FCB 0003-000003475,116,Alfajor Vegano x un,17,2500,42500
10/2/2024,Wednesday,12:00,FCB 0003-000003478,116,Conito choc caja x12un,1,16500,16500
10/2/2024,Wednesday,12:05,FCB 0003-000003480,116,Alf. 150 aniv. Suelto,2,2500,5000
10/2/2024,Wednesday,12:14,FCB 0003-000003483,116,Alfajor merengue x un,1,0,0
10/2/2024,Wednesday,12:14,FCB 0003-000003483,116,Alfajor choc blanco x un,1,0,0
10/2/2024,Wednesday,12:14,FCB 0003-000003483,116,Alfajor merengue fruta x un,6,0,0
10/2/2024,Wednesday,12:14,FCB 0003-000003483,116,Alfajor merengue fruta x un,12,0,0
10/2/2024,Wednesday,12:14,FCB 0003-000003483,116,Alfajor choc blanco nuez x un,1,0,0
10/2/2024,Wednesday,12:14,FCB 0003-000003483,116,Alfajor merengue fruta x un,1,0,0
10/2/2024,Wednesday,12:14,FCB 0003-000003483,116,Alfajor choc x un,1,0,0
10/2/2024,Wednesday,12:14,FCB 0003-000003483,116,Alfajor surtido caja x6un,1,9500,9500
10/2/2024,Wednesday,12:14,FCB 0003-000003483,116,Alfajor surtido caja x6un,1,9500,9500
10/2/2024,Wednesday,12:14,FCB 0003-000003483,116,Alfajor surtido caja x12un,1,18500,18500
10/2/2024,Wednesday,12:14,FCB 0003-000003483,116,Alfajor merengue fruta x un,1,0,0
10/2/2024,Wednesday,12:16,FCB 0003-000003486,116,Alfajor choc caja x12un,1,18500,18500
10/2/2024,Wednesday,12:16,FCB 0003-000003486,116,Conito choc caja x6un,2,8500,17000
10/2/2024,Wednesday,12:19,FCB 0003-000003488,116,Alfajor mixto caja x12un,1,18500,18500
10/2/2024,Wednesday,12:19,FCB 0003-000003488,116,Alfajor choc caja x12un,2,18500,37000
10/2/2024,Wednesday,12:20,FCB 0003-000003491,116,Alfajor choc blanco nuez x un,2,1900,3800
10/2/2024,Wednesday,12:20,FCB 0003-000003491,116,Alf. 150 aniv. Suelto,2,2500,5000
10/2/2024,Wednesday,12:37,FCB 0003-000003494,116,Alfajor choc blanco x un,12,0,0
10/2/2024,Wednesday,12:37,FCB 0003-000003494,116,Alfajor choc caja x12un,2,18500,37000
10/2/2024,Wednesday,12:37,FCB 0003-000003494,116,Alfajor choc x un,6,0,0
10/2/2024,Wednesday,12:37,FCB 0003-000003494,116,Alfajor surtido caja x12un,1,18500,18500
10/2/2024,Wednesday,12:37,FCB 0003-000003494,116,Alfajor surtido caja x12un,1,18500,18500
10/2/2024,Wednesday,12:37,FCB 0003-000003494,116,Alfajor surtido caja x12un,1,18500,18500
10/2/2024,Wednesday,12:37,FCB 0003-000003494,116,Galletita limon caja x12un,1,12000,12000
10/2/2024,Wednesday,12:37,FCB 0003-000003494,116,Alfajor choc blanco x un,6,0,0
10/2/2024,Wednesday,12:37,FCB 0003-000003494,116,Alfajor choc blanco x un,12,0,0
10/2/2024,Wednesday,12:43,FCB 0003-000003497,116,Conito coco y ddl suelto,1,1600,1600
10/2/2024,Wednesday,12:43,FCB 0003-000003497,116,Conito choc x un,1,1600,1600
10/2/2024,Wednesday,12:44,FCB 0003-000003499,116,Alf. 150 aniv. Suelto,2,2500,5000
10/2/2024,Wednesday,12:48,FCB 0003-000003502,116,Conito choc caja x6un,1,8500,8500
10/2/2024,Wednesday,12:48,FCB 0003-000003502,116,Alfajor choc caja x12un,1,18500,18500
10/2/2024,Wednesday,12:51,FCB 0003-000003505,116,Alf. 150 aniv. X 8 unidades,1,20000,20000
10/6/2024,Sunday,14:51,FCB 0003-000005851,116,Alf. 150 aniv. Suelto,2,2500,5000
10/6/2024,Sunday,14:51,FCB 0003-000005851,116,Alfajor Sin Azucar Suelto,1,2500,2500
10/7/2024,Monday,15:31,FCB 0003-000006359,116,Alf. 150 aniv. Suelto,1,2500,2500
10/7/2024,Monday,15:31,FCB 0003-000006359,116,Alfajor choc blanco nuez x un,1,0,0
10/7/2024,Monday,15:31,FCB 0003-000006359,116,Alfajor choc x un,1,0,0
10/7/2024,Monday,15:31,FCB 0003-000006359,116,Alfajor choc blanco x un,1,0,0
10/7/2024,Monday,15:31,FCB 0003-000006359,116,Alfajor semilia 70 cacao x un,1,2500,2500
10/7/2024,Monday,15:31,FCB 0003-000006359,116,Alfajor choc blanco nuez x un,1,0,0
10/7/2024,Monday,15:31,FCB 0003-000006359,116,Alfajor merengue x un,1,0,0
10/7/2024,Monday,15:31,FCB 0003-000006359,116,Alfajor choc blanco x un,1,0,0
10/7/2024,Monday,15:31,FCB 0003-000006359,116,Alfajor surtido caja x6un,1,9500,9500
10/7/2024,Monday,15:32,FCB 0003-000006361,116,Alfajor mixto caja x12un,1,18500,18500
10/7/2024,Monday,15:32,FCB 0003-000006361,116,Alfajor Super DDL x 9 un,1,22500,22500
10/7/2024,Monday,15:33,FCB 0003-000006364,116,Alfajor choc caja x12un,1,18500,18500
10/7/2024,Monday,15:39,FCB 0003-000006367,116,Alf. 150 aniv. Suelto,4,2500,10000
10/7/2024,Monday,15:39,FCB 0003-000006367,116,Alfajor choc caja x12un,1,18500,18500
10/7/2024,Monday,15:39,FCB 0003-000006367,116,Galletita choc limon x un,4,1600,6400
10/7/2024,Monday,15:39,FCB 0003-000006367,116,Conito choc caja x6un,1,8500,8500
10/7/2024,Monday,15:41,FCB 0003-000006369,116,Alfajor mini choc pouch x475g,1,20500,20500
10/7/2024,Monday,15:41,FCB 0003-000006369,116,Conito choc caja x6un,1,8500,8500
10/7/2024,Monday,15:41,FCB 0003-000006369,116,Galletita limon caja x12un,1,12000,12000
10/7/2024,Monday,15:42,FCB 0003-000006372,116,Alfajor choc caja x6un,1,9500,9500
10/7/2024,Monday,15:42,FCB 0003-000006372,116,Alfajor Super DDL x un,2,2500,5000
10/7/2024,Monday,15:42,FCB 0003-000006372,116,Alfajor mini choc pouch x125g,4,6300,25200
10/7/2024,Monday,15:43,FCB 0003-000006375,116,Alfajor choc caja x6un,1,9500,9500
10/7/2024,Monday,15:44,FCB 0003-000006377,116,Alf. 150 aniv. Suelto,1,2500,2500
10/7/2024,Monday,15:45,FCB 0003-000006380,116,Galletita choc limon caja x12u,1,16000,16000
10/7/2024,Monday,15:48,FCB 0003-000006383,116,Alfajor choc blanco nuez x un,2,0,0
10/7/2024,Monday,15:48,FCB 0003-000006383,116,Alfajor surtido caja x6un,1,9500,9500
10/7/2024,Monday,15:48,FCB 0003-000006383,116,Alfajor 70 cacao x un,2,2500,5000
10/7/2024,Monday,15:48,FCB 0003-000006383,116,Alfajor choc x un,4,0,0
10/7/2024,Monday,15:49,FCB 0003-000006386,116,Alfajor Super DDL x 9 un,1,22500,22500
10/7/2024,Monday,15:49,FCB 0003-000006388,116,Alf. 150 aniv. Suelto,1,2500,2500
10/7/2024,Monday,15:50,FCB 0003-000006391,116,Alf. 150 aniv. X 8 unidades,1,20000,20000
10/7/2024,Monday,16:01,FCB 0003-000006394,116,Alfajor Super DDL x un,2,2500,5000
10/7/2024,Monday,16:02,FCB 0003-000006396,116,Conito coco y ddl suelto,10,1600,16000
10/7/2024,Monday,16:03,FCB 0003-000006399,116,Alfajor choc x un,1,1900,1900
10/7/2024,Monday,16:05,FCB 0003-000006402,116,Alfajor choc x un,2,0,0
10/7/2024,Monday,16:05,FCB 0003-000006402,116,Alfajor surtido caja x6un,1,9500,9500
10/7/2024,Monday,16:05,FCB 0003-000006402,116,Alfajor merengue x un,2,0,0
10/7/2024,Monday,16:05,FCB 0003-000006402,116,Alfajor choc blanco x un,2,0,0
10/7/2024,Monday,16:06,FCB 0003-000006404,116,Alfajor mixto caja x12un,1,18500,18500
10/7/2024,Monday,16:06,FCB 0003-000006404,116,Dulce de leche vidrio x450g,3,5300,15900
10/7/2024,Monday,16:07,FCB 0003-000006407,116,Alfajor 70 cacao x un,1,2500,2500
10/7/2024,Monday,16:15,FCB 0003-000006415,116,Alfajor choc x un,1,1900,1900
10/7/2024,Monday,16:16,FCB 0003-000006421,116,Alf. 150 aniv. Suelto,1,2500,2500
10/7/2024,Monday,16:16,FCB 0003-000006421,116,Alfajor mini choc pouch x475g,1,20500,20500
10/7/2024,Monday,16:16,FCB 0003-000006421,116,Alf. 150 aniv. X 8 unidades,2,20000,40000
10/7/2024,Monday,16:17,FCB 0003-000006429,116,Alfajor mini choc pouch x475g,1,20500,20500
10/7/2024,Monday,16:17,FCB 0003-000006429,116,Alf. 150 aniv. X 8 unidades,1,20000,20000
10/7/2024,Monday,16:17,FCB 0003-000006429,116,Alfajor mixto caja x12un,1,18500,18500
10/7/2024,Monday,16:24,FCB 0003-000006437,116,Conito choc caja x6un,1,8500,8500
10/7/2024,Monday,16:24,FCB 0003-000006437,116,Alfajor choc caja x12un,1,18500,18500
10/7/2024,Monday,16:24,FCB 0003-000006437,116,Dulce de leche vidrio x450g,1,5300,5300
10/7/2024,Monday,16:24,FCB 0003-000006437,116,Galletita limon caja x12un,1,12000,12000
10/7/2024,Monday,17:47,FCB 0003-000006499,116,Alfajor choc blanco x un,1,1900,1900
10/7/2024,Monday,17:47,FCB 0003-000006499,116,Alfajor choc blanco nuez x un,1,1900,1900
10/7/2024,Monday,17:47,FCB 0003-000006499,116,Alfajor choc x un,1,1900,1900
10/7/2024,Monday,20:04,FCB 0003-000006569,116,Alfajor mixto caja x12un,2,18500,37000
10/7/2024,Monday,20:05,FCB 0003-000006575,116,Miniaturas x 48 unidades,1,27000,27000
10/7/2024,Monday,20:06,FCB 0003-000006577,116,Alfajor mini choc pouch x125g,1,6300,6300
10/7/2024,Monday,20:06,FCB 0003-000006577,116,Alfajor 70 cacao caja x9un,1,22500,22500
10/8/2024,Tuesday,15:52,FCB 0003-000006828,116,Alf. 150 aniv. Suelto,1,2500,2500
10/8/2024,Tuesday,15:54,FCB 0003-000006831,116,Conito choc caja x6un,1,8500,8500
10/8/2024,Tuesday,16:09,FCB 0003-000006847,116,Alfajor choc x un,1,1900,1900
10/8/2024,Tuesday,16:09,FCB 0003-000006847,116,Alfajor merengue x un,1,1900,1900
10/8/2024,Tuesday,16:09,FCB 0003-000006847,116,Alfajor semilia 70 cacao x un,1,2500,2500
10/8/2024,Tuesday,16:09,FCB 0003-000006847,116,Alfajor choc blanco nuez x un,1,1900,1900
10/8/2024,Tuesday,16:09,FCB 0003-000006847,116,Alfajor mixto caja x12un,1,18500,18500
10/8/2024,Tuesday,16:10,FCB 0003-000006853,116,Alf. 150 aniv. Suelto,1,2500,2500
10/8/2024,Tuesday,16:11,FCB 0003-000006858,116,Alf. 150 aniv. X 8 unidades,1,20000,20000
10/8/2024,Tuesday,16:11,FCB 0003-000006858,116,Conito mini choc x400g,1,18500,18500
10/8/2024,Tuesday,17:09,FCB 0003-000006885,116,Conito choc caja x12un,2,16500,33000
10/8/2024,Tuesday,17:10,FCB 0003-000006890,116,Alfajor Super DDL x 9 un,1,22500,22500
10/8/2024,Tuesday,17:26,FCB 0003-000006899,116,Conito mini choc x400g,1,18500,18500
10/8/2024,Tuesday,17:29,FCB 0003-000006901,116,Conito choc caja x6un,1,8500,8500
10/8/2024,Tuesday,17:29,FCB 0003-000006901,116,Conito mini choc x400g,1,18500,18500
10/8/2024,Tuesday,17:30,FCB 0003-000006904,116,Alf. 150 aniv. Suelto,1,2500,2500
10/8/2024,Tuesday,17:33,FCB 0003-000006912,116,Alfajor 70 cacao x un,1,2500,2500
10/8/2024,Tuesday,17:37,FCB 0003-000006915,116,Alfajor choc caja x12un,1,18500,18500
10/8/2024,Tuesday,17:37,FCB 0003-000006915,116,Alfajor choc caja x6un,1,9500,9500
10/8/2024,Tuesday,17:42,FCB 0003-000006923,116,Alfajor Super DDL x un,3,2500,7500
10/8/2024,Tuesday,17:42,FCB 0003-000006923,116,Alfajor choc caja x6un,1,9500,9500
10/8/2024,Tuesday,17:42,FCB 0003-000006923,116,Alfajor semilia 70 cacao x un,3,2500,7500
10/8/2024,Tuesday,17:42,FCB 0003-000006923,116,Alfajor choc caja x12un,3,18500,55500
10/8/2024,Tuesday,17:45,FCB 0003-000006928,116,Barrita cereal choc leche x un,12,0,0
10/8/2024,Tuesday,17:45,FCB 0003-000006928,116,Alfajor Super DDL x un,1,2500,2500
10/8/2024,Tuesday,17:45,FCB 0003-000006928,116,Barrita cereal surtida caja x1,1,18000,18000
10/8/2024,Tuesday,17:45,FCB 0003-000006931,116,Alfajor choc x un,1,1900,1900
10/8/2024,Tuesday,17:46,FCB 0003-000006934,116,Alfajor choc x un,1,1900,1900
10/8/2024,Tuesday,17:48,FCB 0003-000006939,116,Alfajor Super DDL x un,1,2500,2500
10/8/2024,Tuesday,17:48,FCB 0003-000006939,116,Alfajor 70 cacao x un,1,2500,2500
10/8/2024,Tuesday,17:51,FCB 0003-000006944,116,Alfajor mixto caja x12un,1,18500,18500
10/8/2024,Tuesday,17:51,FCB 0003-000006944,116,Dulce de leche vidrio x800g,1,9900,9900
10/8/2024,Tuesday,17:51,FCB 0003-000006944,116,Alfajor Super DDL x 9 un,1,22500,22500
10/8/2024,Tuesday,17:51,FCB 0003-000006944,116,Conito choc caja x12un,2,16500,33000
10/8/2024,Tuesday,17:53,FCB 0003-000006950,116,Alfajor 70 cacao caja x9un,1,22500,22500
10/8/2024,Tuesday,17:53,FCB 0003-000006950,116,Alfajor mixto caja x12un,1,18500,18500
10/8/2024,Tuesday,17:53,FCB 0003-000006950,116,Conito choc caja x6un,1,8500,8500
10/8/2024,Tuesday,17:53,FCB 0003-000006950,116,Alf. 150 aniv. X 8 unidades,1,20000,20000
10/8/2024,Tuesday,17:54,FCB 0003-000006953,116,Alfajor merengue x un,1,1900,1900
10/8/2024,Tuesday,17:54,FCB 0003-000006953,116,Alfajor 70 cacao x un,1,2500,2500
10/8/2024,Tuesday,18:18,FCB 0003-000006974,116,Alfajor 70 cacao x un,1,2500,2500
10/8/2024,Tuesday,18:18,FCB 0003-000006974,116,Dulce de leche vidrio x450g,1,5300,5300
10/8/2024,Tuesday,18:18,FCB 0003-000006974,116,Alfajor Super DDL x un,1,2500,2500
10/8/2024,Tuesday,18:18,FCB 0003-000006974,116,Alf. 150 aniv. Suelto,1,2500,2500
10/8/2024,Tuesday,18:18,FCB 0003-000006977,116,Alfajor choc x un,1,1900,1900
10/8/2024,Tuesday,18:23,FCB 0003-000006982,116,Alfajor choc x un,4,0,0
10/8/2024,Tuesday,18:23,FCB 0003-000006982,116,Alfajor mixto caja x6un,1,9500,9500
10/8/2024,Tuesday,18:23,FCB 0003-000006982,116,Alfajor choc blanco nuez x un,2,0,0
10/8/2024,Tuesday,18:23,FCB 0003-000006982,116,Alfajor surtido caja x6un,1,9500,9500
10/8/2024,Tuesday,18:26,FCB 0003-000006988,116,Alfajor choc blanco nuez x un,2,1900,3800
10/8/2024,Tuesday,18:27,FCB 0003-000006990,116,Alf. 150 aniv. Suelto,1,2500,2500
10/8/2024,Tuesday,18:47,FCB 0003-000007007,116,Alfajor mini choc pouch x125g,2,6300,12600
10/8/2024,Tuesday,18:47,FCB 0003-000007007,116,Medallon choc limon pouch x200,1,8500,8500
10/8/2024,Tuesday,18:47,FCB 0003-000007007,116,Alfajor choc caja x6un,1,9500,9500
10/8/2024,Tuesday,18:48,FCB 0003-000007012,116,Alfajor 70 cacao caja x9un,1,22500,22500
10/8/2024,Tuesday,18:50,FCB 0003-000007020,116,Alf. 150 aniv. Suelto,2,2500,5000
10/8/2024,Tuesday,18:55,FCB 0003-000007023,116,Alf. 150 aniv. Suelto,1,2500,2500
10/8/2024,Tuesday,18:56,FCB 0003-000007025,116,Conito choc blanco x un,2,1600,3200
10/8/2024,Tuesday,18:56,FCB 0003-000007025,116,Alf. 150 aniv. Suelto,4,2500,10000
10/8/2024,Tuesday,19:09,FCB 0003-000007028,116,Alfajor choc blanco nuez x un,2,1900,3800
10/8/2024,Tuesday,19:10,FCB 0003-000007031,116,Alf. 150 aniv. Suelto,2,2500,5000
10/8/2024,Tuesday,19:23,FCB 0003-000007034,116,Alf. 150 aniv. Suelto,1,2500,2500
10/8/2024,Tuesday,19:23,FCB 0003-000007036,116,Alf. 150 aniv. Suelto,1,2500,2500
10/8/2024,Tuesday,19:34,FCB 0003-000007039,116,Alf. 150 aniv. Suelto,1,2500,2500
10/8/2024,Tuesday,19:38,FCB 0003-000007042,116,Conito choc blanco x un,1,1600,1600
10/8/2024,Tuesday,19:38,FCB 0003-000007042,116,Alfajor choc blanco nuez x un,1,1900,1900
10/8/2024,Tuesday,19:44,FCB 0003-000007044,116,Alfajor Super DDL x un,1,2500,2500
10/8/2024,Tuesday,19:44,FCB 0003-000007044,116,Coronitas choc tripack,1,2500,2500
10/8/2024,Tuesday,19:44,FCB 0003-000007044,116,Alfajor choc x un,1,1900,1900
10/8/2024,Tuesday,19:47,FCB 0003-000007047,116,Alf. 150 aniv. Suelto,4,2500,10000
10/9/2024,Wednesday,11:12,FCB 0003-000007085,116,Alf. 150 aniv. Suelto,1,2500,2500
10/9/2024,Wednesday,11:12,FCB 0003-000007085,116,Alfajor choc x un,2,1900,3800
10/9/2024,Wednesday,11:12,FCB 0003-000007085,116,Alfajor 70 cacao x un,1,2500,2500
10/9/2024,Wednesday,11:12,FCB 0003-000007085,116,Alfajor merengue x un,1,1900,1900
10/9/2024,Wednesday,11:12,FCB 0003-000007088,116,Alf. 150 aniv. Suelto,2,2500,5000
10/9/2024,Wednesday,11:13,FCB 0003-000007090,116,Alfajor 70 cacao caja x9un,1,22500,22500
10/9/2024,Wednesday,11:24,FCB 0003-000007093,116,Alfajor choc x un,1,1900,1900
10/9/2024,Wednesday,11:24,FCB 0003-000007093,116,Alfajor 70 cacao x un,1,2500,2500
10/9/2024,Wednesday,11:31,FCB 0003-000007096,116,Alfajor choc x un,1,1900,1900
10/10/2024,Thursday,14:09,FCB 0003-000007630,116,Alfajor choc caja x6un,1,9500,9500
10/10/2024,Thursday,14:10,FCB 0003-000007633,116,Alfajor choc caja x6un,1,9500,9500
10/10/2024,Thursday,14:11,FCB 0003-000007636,116,Alfajor merengue x un,1,1900,1900
10/10/2024,Thursday,14:11,FCB 0003-000007636,116,Alfajor choc x un,1,1900,1900
10/10/2024,Thursday,14:13,FCB 0003-000007638,116,Alfajor choc blanco nuez x un,1,1900,1900
10/10/2024,Thursday,14:13,FCB 0003-000007638,116,Conito choc x un,2,1600,3200
10/10/2024,Thursday,14:15,FCB 0003-000007641,116,Galletita choc limon x un,2,1600,3200
10/10/2024,Thursday,14:15,FCB 0003-000007644,116,Alfajor mixto caja x6un,1,9500,9500
10/10/2024,Thursday,14:23,FCB 0003-000007646,116,Alfajor merengue x un,1,1900,1900
10/10/2024,Thursday,14:30,FCB 0003-000007649,116,Alfajor choc caja x6un,1,9500,9500
10/10/2024,Thursday,14:30,FCB 0003-000007649,116,Alf. 150 aniv. Suelto,1,2500,2500
10/10/2024,Thursday,14:31,FCB 0003-000007652,116,Alfajor 70 cacao x un,1,2500,2500
10/10/2024,Thursday,14:31,FCB 0003-000007652,116,Alf. 150 aniv. Suelto,1,2500,2500
10/10/2024,Thursday,14:34,FCB 0003-000007655,116,Coronitas choc tripack,2,2500,5000
10/10/2024,Thursday,14:34,FCB 0003-000007655,116,Alf. 150 aniv. Suelto,2,2500,5000
10/10/2024,Thursday,14:35,FCB 0003-000007657,116,Alfajor mini choc blanco pouch,1,6300,6300
10/10/2024,Thursday,14:35,FCB 0003-000007657,116,Alfajor mini choc blanco pouch,1,6300,6300
10/10/2024,Thursday,14:35,FCB 0003-000007657,116,Alfajor mini choc blanco pouch,1,6300,6300
10/10/2024,Thursday,14:38,FCB 0003-000007660,116,Alfajor choc caja x12un,1,18500,18500
10/10/2024,Thursday,14:39,FCB 0003-000007663,116,Alf. 150 aniv. Suelto,1,2500,2500
10/10/2024,Thursday,14:39,FCB 0003-000007663,116,Conito choc blanco x un,1,1600,1600
10/10/2024,Thursday,14:42,FCB 0003-000007665,116,Conito choc x un,2,1600,3200
10/10/2024,Thursday,14:42,FCB 0003-000007665,116,Alfajor merengue x un,2,0,0
10/10/2024,Thursday,14:42,FCB 0003-000007665,116,Alfajor surtido caja x6un,1,9500,9500
10/10/2024,Thursday,14:42,FCB 0003-000007665,116,Alfajor merengue x un,2,0,0
10/10/2024,Thursday,14:42,FCB 0003-000007665,116,Alfajor surtido caja x6un,1,9500,9500
10/10/2024,Thursday,14:42,FCB 0003-000007665,116,Alfajor choc blanco nuez x un,2,0,0
10/10/2024,Thursday,14:42,FCB 0003-000007665,116,Alfajor choc x un,2,0,0
10/10/2024,Thursday,14:42,FCB 0003-000007665,116,Alfajor choc blanco nuez x un,2,0,0
10/10/2024,Thursday,14:42,FCB 0003-000007665,116,Alfajor choc x un,2,0,0
10/10/2024,Thursday,14:57,FCB 0003-000007671,116,Conito choc caja x6un,1,8500,8500
10/10/2024,Thursday,14:57,FCB 0003-000007671,116,Alf. 150 aniv. X 8 unidades,1,20000,20000
10/10/2024,Thursday,15:02,FCB 0003-000007682,116,Alfajor mini choc pouch x475g,1,20500,20500
10/10/2024,Thursday,15:02,FCB 0003-000007682,116,Conito mini choc x400g,1,18500,18500
10/10/2024,Thursday,15:05,FCB 0003-000007687,116,Alfajor Sin Azucar Suelto,6,2500,15000
10/10/2024,Thursday,15:10,FCB 0003-000007695,116,Alfajor 70 cacao caja x9un,1,22500,22500
10/10/2024,Thursday,15:10,FCB 0003-000007695,116,Alf. 150 aniv. X 8 unidades,1,20000,20000
10/10/2024,Thursday,15:11,FCB 0003-000007698,116,Alfajor mixto caja x12un,1,18500,18500
10/10/2024,Thursday,15:12,FCB 0003-000007700,116,Alfajor choc blanco nuez x un,1,1900,1900
10/10/2024,Thursday,15:12,FCB 0003-000007700,116,Alfajor mixto caja x12un,1,18500,18500
10/10/2024,Thursday,15:12,FCB 0003-000007700,116,Alfajor 70 cacao x un,1,2500,2500
10/10/2024,Thursday,15:12,FCB 0003-000007700,116,Alfajor choc x un,1,1900,1900
10/10/2024,Thursday,15:15,FCB 0003-000007709,116,Galletita choc limon x un,1,1600,1600
10/10/2024,Thursday,15:15,FCB 0003-000007709,116,Alfajor semilia 70 cacao x un,1,2500,2500
10/10/2024,Thursday,15:15,FCB 0003-000007709,116,Alf. 150 aniv. X 8 unidades,2,20000,40000
10/10/2024,Thursday,15:15,FCB 0003-000007709,116,Alfajor choc x un,1,1900,1900
10/10/2024,Thursday,15:17,FCB 0003-000007717,116,Alfajor mini choc pouch x475g,1,20500,20500
10/10/2024,Thursday,15:40,FCB 0003-000007744,116,Alfajor Super DDL x un,1,2500,2500
10/10/2024,Thursday,15:40,FCB 0003-000007744,116,Alfajor mixto caja x12un,2,18500,37000
10/10/2024,Thursday,15:40,FCB 0003-000007744,116,Alfajor choc blanco nuez x un,1,1900,1900
10/10/2024,Thursday,15:46,FCB 0003-000007749,116,Alfajor mixto caja x12un,1,18500,18500
10/10/2024,Thursday,15:47,FCB 0003-000007754,116,Alfajor mixto caja x12un,4,18500,74000
10/10/2024,Thursday,15:52,FCB 0003-000007760,116,Alfajor mixto caja x12un,1,18500,18500
10/10/2024,Thursday,15:54,FCB 0003-000007763,116,Alfajor mixto caja x12un,3,18500,55500
10/10/2024,Thursday,15:55,FCB 0003-000007765,116,Alfajor 70 cacao x un,1,2500,2500
10/10/2024,Thursday,15:55,FCB 0003-000007765,116,Alf. 150 aniv. Suelto,2,2500,5000
10/10/2024,Thursday,16:03,FCB 0003-000007768,116,Alfajor Super DDL x un,1,2500,2500
10/10/2024,Thursday,16:03,FCB 0003-000007768,116,Alf. 150 aniv. Suelto,1,2500,2500
10/10/2024,Thursday,16:03,FCB 0003-000007768,116,Alfajor mixto caja x12un,4,18500,74000
10/10/2024,Thursday,16:04,FCB 0003-000007771,116,Dulce de leche vidrio x800g,1,9900,9900
10/10/2024,Thursday,16:05,FCB 0003-000007773,116,Dulce de leche vidrio x450g,2,5300,10600
10/10/2024,Thursday,16:05,FCB 0003-000007773,116,Alfajor mixto caja x12un,1,18500,18500
10/10/2024,Thursday,16:06,FCB 0003-000007776,116,Alfajor choc caja x6un,1,9500,9500
10/10/2024,Thursday,16:07,FCB 0003-000007779,116,Alfajor Sin Azucar Suelto,2,2500,5000
10/10/2024,Thursday,16:08,FCB 0003-000007781,116,Alfajor Sin Azucar Suelto,1,2500,2500
10/10/2024,Thursday,16:13,FCB 0003-000007787,116,Alf. 150 aniv. Suelto,1,2500,2500
10/10/2024,Thursday,16:13,FCB 0003-000007787,116,Alfajor Sin Azucar Suelto,2,2500,5000
10/10/2024,Thursday,16:14,FCB 0003-000007790,116,Alf. 150 aniv. Suelto,1,2500,2500
10/10/2024,Thursday,16:14,FCB 0003-000007792,116,Alf. 150 aniv. Suelto,1,2500,2500
10/10/2024,Thursday,16:19,FCB 0003-000007795,116,Alfajor Sin Azucar Suelto,3,2500,7500
10/10/2024,Thursday,16:19,FCB 0003-000007795,116,Alf. 150 aniv. X 8 unidades,1,20000,20000
10/10/2024,Thursday,16:22,FCB 0003-000007798,116,Alf. 150 aniv. X 8 unidades,2,20000,40000
10/10/2024,Thursday,16:22,FCB 0003-000007798,116,Alfajor choc caja x12un,3,18500,55500
10/10/2024,Thursday,16:22,FCB 0003-000007800,116,Coronitas choc tripack,1,2500,2500
10/10/2024,Thursday,16:26,FCB 0003-000007803,116,Alfajor choc blanco nuez x un,2,1900,3800
10/10/2024,Thursday,16:26,FCB 0003-000007803,116,Alfajor Sin Azucar Suelto,1,2500,2500
10/10/2024,Thursday,16:28,FCB 0003-000007806,116,Alf. 150 aniv. Suelto,1,2500,2500
10/10/2024,Thursday,16:42,FCB 0003-000007817,116,Alfajor mini choc pouch x475g,1,20500,20500
10/10/2024,Thursday,16:45,FCB 0003-000007819,116,Alfajor 70 cacao x un,1,2500,2500
10/10/2024,Thursday,16:45,FCB 0003-000007819,116,Alfajor Sin Azucar Suelto,1,2500,2500
10/10/2024,Thursday,16:47,FCB 0003-000007822,116,Alfajor mixto caja x6un,1,9500,9500
10/10/2024,Thursday,16:47,FCB 0003-000007822,116,Alfajor choc x un,1,1900,1900
10/10/2024,Thursday,16:49,FCB 0003-000007825,116,Alfajor Sin Azucar Suelto,4,2500,10000
10/10/2024,Thursday,17:00,FCB 0003-000007827,116,Tableta cacao al 85%,1,7000,7000
10/10/2024,Thursday,17:03,FCB 0003-000007833,116,Alfajor mixto caja x12un,1,18500,18500
